text,label,binary_label
"Local Government, supported by the recent establishment of the Climate Action Regional Offices, will also be tackling this challenge and will be working with these sectors in implementing climate resilience at the local/regional levelClimate Action Regional OfficesIn launching the National Adaptation Framework in January 2018, the Minister for Communications, Climate Action and Environment also announced funding of €10 million over a five year period to establish four Local Authority Climate Action Regional Offices to support the implementation of national climate policy.",Non-Incentive,Non-Incentive
"The regional offices will enable a more coordinated engagement across the whole of government and will play a key role in contributing to Ireland’s low-carbon climate-resilient transition, including in assisting with the preparation of local adaptation strategies by each local authority3637We also need to look at how best to partner and collaborate with the private sector in terms of achieving climate resilience – how do we enable businesses to provide leadership within the sector and how do we capture the benefits of doing so for both our economy and society as a whole?",Non-Incentive,Non-Incentive
"Further innovation and new measures will include: Forestry Programme 2014-2020 providing grants and / or annual premiums for establishment, development and reconstitution of forests, woodland improvement, native woodland conservation",Direct_payment,Incentive
"In order to prepare the sector for this requirement a number of training and capacity building seminars were held in May and in September 2018 supported by the Climate Ireland research team based in the marine and renewable energy research and development centre (MaREI), University College Cork",Technical_assistance,Incentive
"Gas Networks Ireland also offer a CNG Vehicle Fund, which makes up to €20,000 available to businesses to support the purchase of commercial CNG vehicles",Supplies,Incentive
"The necessary transformation will not be achieved exclusively by public investment and Government will need to deploy the full range of actions available to us to drive sustained and often difficult policy changes across all of areas of our activity including taxation, regulation and behavioural change.",Non-Incentive,Non-Incentive
"Specifically, the National Policy Position sets out a long-term vision based on: ➤an aggregate reduction in carbon dioxide (CO2) emissions of at least 80% (compared to 1990 levels) by 2050 across the electricity generation, built environment and transport sectors; and ➤in parallel, an approach to carbon neutrality in the agriculture and land-use sector, including forestry, which does not compromise capacity for sustainable food production.",Non-Incentive,Non-Incentive
"They must also be closely aligned and mutually reinforcing in terms of the critical role of complementary taxation and regulatory measures, as well as private investmentPrivate-sector investment will have a crucial role to play in the achievement of a low-carbon climate-resilient transition, alongside the substantial contribution made through public investment.",Non-Incentive,Non-Incentive
Clear long-term signalling on the future evolution of the carbon tax is essential to ensure that it is able to send a sufficiently strong signal to drive low-carbon investments by households and businessesInvestment in the Transition to a Low-Carbon SocietyClimate mitigation and adaptation are cross-cutting priorities.,Non-Incentive,Non-Incentive
"State-owned enterprises are expected to invest in excess of €13 billion in energy-related investments, with a particular focus on investment in regulated energy network infrastructure to provide smart, reliable electricity networks to support security of electricity supply, smart metering and enable increased renewable generation.",Non-Incentive,Non-Incentive
"Energy efficiency will also realise benefits for air quality, health, social inclusion, business competitiveness and better public services, all of which will make a real and positive impact on people’s livesPlanned National Development Plan investment of €4 billion in the period 2018 to 2030, along with taxation and regulatory measures, would see a very significant change in the energy performance in the residential sector, with upgrades to homes increasing from 30,000 to 45,000 per annum from 202124SEAI Deep Retrofit Pilot SchemeThe Government’s 2015 Energy White Paper, the National Mitigation Plan and the Long Term Renovation Strategy all recognise the fact that extensive renovation of our building stock will need to take place in order to meet both national and international targets for energy savings and emissions reduction by 2050.",Non-Incentive,Non-Incentive
